用户昵称,消息角色,消息内容,时间戳,消息来源
用户_67594151,buyer,是国行机？,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,亲，我现在不在，喜欢可以拍下，有问题留言哦～会尽快回复,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,有二手机出租或出售么,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,人工服务,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,你好，手机出租目前是有三星 vivo和oppo的哈,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,是国行机？,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,亲，我现在不在，喜欢可以拍下，有问题留言哦～会尽快回复,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,有二手机出租或出售么,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,人工服务,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,你好，手机出租目前是有三星 vivo和oppo的哈,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,用户_67594151(h***u)闲鱼号...,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,09-13 14:27是国行机？亲，我现在不在，喜欢可以拍下，有问题留言哦～会尽快回复已读有二手机出租或出售么09-13 17:16人工服务09-15 09:13你好，手机出租目前是有三星 vivo和oppo的哈已读,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,是国行机？,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,是国行机？,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,是国行机？,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,亲，我现在不在，喜欢可以拍下，有问题留言哦～会尽快回复已读,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,亲，我现在不在，喜欢可以拍下，有问题留言哦～会尽快回复已读,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,亲，我现在不在，喜欢可以拍下，有问题留言哦～会尽快回复,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,有二手机出租或出售么,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,有二手机出租或出售么,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,有二手机出租或出售么,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,人工服务,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,人工服务,2025-11-18 22:57:37,browser_automation
用户_67594151,buyer,人工服务,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,你好，手机出租目前是有三星 vivo和oppo的哈已读,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,你好，手机出租目前是有三星 vivo和oppo的哈已读,2025-11-18 22:57:37,browser_automation
用户_67594151,seller,你好，手机出租目前是有三星 vivo和oppo的哈,2025-11-18 22:57:37,browser_automation
